Cristiano Ronaldo,32,Portugal,94,Real Madrid CF,€95.5M,€565K
C. Remmer,24,Denmark,68,Molde FK,€1M,€4K
L. Slagveer,23,Netherlands,68,FC Twente,€1.2M,€8K
S. Bahoken,25,France,68,RC Strasbourg,€1.2M,€14K
A. Grgić,20,Switzerland,68,VfB Stuttgart,€1.5M,€11K
M. Pigliacelli,24,Italy,68,Pescara,€975K,€2K
Jesús Valentín,25,Spain,68,Real Zaragoza,€1M,€6K
D. Saint-Louis,22,France,68,Paris FC,€1.2M,€5K
J. Fuchs,19,France,68,FC Sochaux-Montbéliard,€1.3M,€3K
J. Gastien,29,France,68,Stade Brestois 29,€850K,€5K
Edu Ramos,25,Spain,68,Córdoba CF,€975K,€6K
M. Antonsson,36,Sweden,68,FC København,€120K,€8K
S. Ortega,24,Germany,68,DSC Arminia Bielefeld,€875K,€3K
J. Roye,28,France,68,Chamois Niortais FC,€900K,€5K
S. Rossbach,21,Norway,68,Odds BK,€1.4M,€2K
Sergi Palencia,21,Spain,68,FC Barcelona B,€1.8M,€4K
V. Lampropoulos,27,Greece,68,AEK Athens,€750K,€1K
L. Tremolada,25,Italy,68,Ternana,€1.2M,€1K
J. Toral,22,Spain,68,Hull City,€1.2M,€7K
G. Giakoumakis,22,Greece,68,AEK Athens,€1.2M,€1K
Fran Cruz,26,Spain,68,Lorca Deportiva CF,€950K,€5K
C. Schösswendter,28,Austria,68,1. FC Union Berlin,€725K,€18K
Etxeberría,22,Spain,68,CD Numancia,€1.1M,€10K
A. Fulgini,20,France,68,Angers SCO,€1.4M,€11K
T. Siebatcheu,21,France,68,Stade de Reims,€1.3M,€6K
Adriá Carmona,25,Spain,68,CD Lugo,€1.1M,€6K
B. Nastić,22,Serbia,68,KRC Genk,€1M,€8K
Óscar,19,Spain,68,Real Madrid CF,€1.7M,€37K
K. Karami,27,Netherlands,68,Excelsior,€750K,€6K
L. Mühl,20,Germany,68,1. FC Nürnberg,€1.5M,€6K
J. Parr,28,Norway,68,Strømsgodset IF,€700K,€3K
M. Kolke,26,Germany,68,SV Wehen Wiesbaden,€800K,€1K
R. Weil,29,Germany,68,1. FC Magdeburg,€700K,€1K
Angeliño,20,Spain,68,NAC Breda,€1.3M,€38K
A. Androutsos,20,Greece,68,Olympiakos CFP,€1.6M,€1K
F. Dick,32,Germany,68,DSC Arminia Bielefeld,€500K,€5K
S. Lainer,24,Austria,68,FC Red Bull Salzburg,€1M,€14K
F. Morais,31,Portugal,68,Bolton Wanderers,€775K,€21K
O. Buff,24,Switzerland,68,Real Zaragoza,€1.2M,€6K
M. Paulissen,24,Netherlands,68,Roda JC Kerkrade,€1.2M,€6K
Miguel Díaz,23,Spain,68,CA Osasuna,€1.2M,€6K
Carlos Caballero,32,Spain,68,Córdoba CF,€525K,€7K
Tiago Caeiro,33,Portugal,68,CF Os Belenenses,€575K,€5K
Miramón,28,Spain,68,CF Reus Deportiu,€900K,€6K
A. Murgia,20,Italy,68,Lazio,€1.6M,€19K
Nagore,36,Spain,68,SD Huesca,€100K,€4K
D. Lekić,32,Serbia,68,CF Reus Deportiu,€725K,€6K
D. Kownacki,20,Poland,68,Sampdoria,€1.7M,€17K
M. Aleksandrov,28,Bulgaria,68,Arsenal Tula,€900K,€17K
P. Farkas,24,Austria,68,FC Red Bull Salzburg,€975K,€14K
J. Cools,26,Belgium,68,Waasland-Beveren,€900K,€7K
D. Böde,30,Hungary,68,,€0,€0.00
M. Saeid,26,Sweden,68,Colorado Rapids,€1M,€5K
M. Titsch-Rivero,27,Germany,68,1. FC Heidenheim,€1M,€11K
S. Maier,23,Germany,68,Hannover 96,€1.2M,€19K
B. Meccariello,26,Italy,68,Brescia,€900K,€3K
M. Čovilo,31,Serbia,68,Cracovia,€600K,€4K
E. Hovland,28,Norway,68,Sogndal,€725K,€3K
M. Müller,23,Germany,68,1. FC Kaiserslautern,€975K,€18K
K. Vollmann,23,Germany,68,SV Sandhausen,€1.2M,€4K
K. Przybyłko,24,Poland,68,1. FC Kaiserslautern,€1.2M,€8K
R. Rotman,28,Slovenia,68,Göztepe,€825K,€11K
M. Lekven,29,Norway,68,Vålerenga Fotball,€850K,€4K
D. Bisoli,23,Italy,68,Brescia,€1.2M,€3K
J. Une Larsson,23,Sweden,68,Djurgårdens IF,€1.2M,€4K
A. Miljković,27,Serbia,68,Amkar Perm,€825K,€12K
P. Parzyszek,23,Poland,68,PEC Zwolle,€1.2M,€7K
M. Fornasier,23,Italy,68,Pescara,€1.1M,€3K
E. Acolatse,21,Netherlands,68,Sint-Truidense VV,€1.3M,€10K
D. Roßbach,24,Germany,68,SV Sandhausen,€975K,€4K
Y. Court,27,France,68,GFC Ajaccio,€950K,€5K
D. Callà,32,Switzerland,68,FC Basel,€700K,€21K
F. Malbašić,24,Serbia,68,CD Tenerife,€1.2M,€5K
O. Hadžikić,21,Austria,68,FK Austria Wien,€1.1M,€7K
Pedro Queirós,32,Portugal,68,Grupo Desportivo de Chaves,€500K,€5K
P. Klingmann,29,Germany,68,SV Sandhausen,€675K,€5K
M. Thuram,19,France,68,En Avant de Guingamp,€1.5M,€9K
D. Bodul,28,Croatia,68,Amkar Perm,€925K,€15K
J. Siebenhandl,27,Austria,68,SK Sturm Graz,€725K,€10K
N. Klotz,30,Germany,68,MSV Duisburg,€650K,€4K
Eloi Amagat,32,Spain,68,Girona CF,€675K,€14K
D. Werker,23,Netherlands,67,Roda JC Kerkrade,€875K,€5K
S. Poulsen,32,Denmark,67,SønderjyskE,€425K,€8K
G. van Velzen,23,Netherlands,67,Roda JC Kerkrade,€1M,€6K
K. Ajer,19,Norway,67,Celtic,€1.1M,€14K
C. Teuchert,20,Germany,67,1. FC Nürnberg,€1.7M,€7K
A. Bischoff,30,Portugal,67,Hansa Rostock,€700K,€1K
D. Bakker,22,Netherlands,67,ADO Den Haag,€875K,€6K
P. Clement,21,Netherlands,67,Reading,€1.1M,€18K
M. Marković,27,Serbia,67,FC SKA-Energiya Khabarovsk,€825K,€14K
K. Freiberger,28,Germany,67,Sportfreunde Lotte,€775K,€1K
F. Ogier,28,France,67,FC Sochaux-Montbéliard,€700K,€6K
N. Hammann,29,Germany,67,1. FC Magdeburg,€600K,€1K
K. Wæhler,41,Norway,67,Sogndal,€0,€2K
Aitor,21,Spain,67,Sevilla Atlético,€1.4M,€4K
Wilson Manafá,22,Portugal,67,Portimonense SC,€1.2M,€5K
Julián Cuesta,26,Spain,67,Wisła Kraków,€675K,€4K
P. Ngawa,25,Belgium,67,Avellino,€800K,€3K
José Suarez,21,Spain,67,Girona CF,€1M,€7K
M. Albertazzi,26,Italy,67,Hellas Verona,€650K,€14K
M. Chrapek,25,Poland,67,Śląsk Wrocław,€975K,€5K
F. Nordkvelle,31,Norway,67,Odds BK,€650K,€4K
K. Biliński,29,Poland,67,Wisła Płock,€750K,€6K
M. Vermijl,25,Belgium,67,Preston North End,€800K,€8K
L. Đorđević,22,Montenegro,67,Arsenal Tula,€1.1M,€29K
V. Yurchenko,23,Ukraine,67,Bayer 04 Leverkusen,€1M,€23K
F. Hartherz,24,Germany,67,DSC Arminia Bielefeld,€825K,€4K
A. Bellinghausen,34,Germany,67,Fortuna Düsseldorf,€375K,€16K
A. Frara,34,Italy,67,Frosinone,€375K,€3K
N. Larsen,26,Denmark,67,FC Nordsjælland,€675K,€7K
V. Eicher,26,Germany,67,1. FC Heidenheim,€675K,€8K
F. Antunes,25,France,67,Sint-Truidense VV,€800K,€7K
S. Heidinger,31,Germany,67,Holstein Kiel,€500K,€8K
Pedro Chirivella,20,Spain,67,Willem II,€1M,€34K
D. Mesenhöler,21,Germany,67,1. FC Union Berlin,€950K,€10K
S. Grippo,28,Switzerland,67,Real Zaragoza,€725K,€7K
Paulo Lopes,39,Portugal,67,SL Benfica,€50K,€3K
Carlos Delgado,27,Spain,67,Albacete Balompié,€750K,€5K
J. Jørgensen,28,Norway,67,Sarpsborg 08 FF,€700K,€3K
K. Paal,20,Netherlands,67,PSV,€1M,€7K
S. Brandy,32,Germany,67,DSC Arminia Bielefeld,€600K,€6K
E. Soriano,28,Germany,67,Korona Kielce,€800K,€5K
P. Kirkevold,26,Norway,67,Hobro IK,€975K,€8K
M. Baudry,29,France,67,Doncaster Rovers,€600K,€7K
M. Sivakow,29,Belarus,67,Amkar Perm,€675K,€13K
J. Nikolaou,23,Germany,67,Würzburger FV,€875K,€1K
C. Tasoulis,26,Greece,67,RC Lens,€725K,€6K
M. Falzerano,26,Italy,67,F.B.C. Unione Venezia,€900K,€4K
J. Brix-Damborg,31,Denmark,67,Hobro IK,€525K,€7K
Martínez,24,Spain,67,FC Barcelona B,€900K,€4K
M. Lorenz,28,Germany,67,Karlsruher SC,€775K,€1K
Marcelo Djaló,23,Spain,67,Fulham,€900K,€19K
Eneko Capilla,22,Spain,67,Real Sociedad,€1.1M,€14K
J. Wójcicki,28,Poland,67,Cracovia,€775K,€5K
Manel,25,Spain,67,Lorca Deportiva CF,€1M,€14K
J. Arvidsson,32,Sweden,67,IK Sirius,€425K,€3K
M. Mak,25,Poland,67,Piast Gliwice,€925K,€5K
G. Faivre,30,Switzerland,67,FC Thun,€500K,€7K
D. Hoesen,26,Netherlands,67,San Jose Earthquakes,€925K,€8K
A. Calisir,27,Sweden,67,Jönköpings Södra IF,€750K,€2K
B. Jopek,23,Germany,67,Würzburger FV,€1M,€1K
J. Hardeveld,22,Netherlands,67,Heracles Almelo,€875K,€5K
J. Kliment,23,Czech Republic,67,Brøndby IF,€1.1M,€14K
T. Ouwejan,21,Netherlands,67,AZ Alkmaar,€900K,€5K
M. Hvilsom,24,Denmark,67,SønderjyskE,€1M,€9K
M. Szczepaniak,26,Poland,67,Cracovia,€925K,€5K
N. Busch Thor,31,Sweden,67,IK Sirius,€525K,€3K
J. Möckel,29,Germany,67,Rot-Weiß Erfurt,€600K,€1K
B. Djimsiti,24,Albania,67,Benevento Calcio,€925K,€12K
J. Bijlow,19,Netherlands,67,Feyenoord,€1.1M,€3K
Asdrúbal,26,Spain,67,Central Coast Mariners,€975K,€3K
T. Röcher,26,Austria,67,SK Sturm Graz,€825K,€13K
K. Andersen,31,Belgium,67,SC Fortuna Köln,€650K,€1K
F. Casarini,27,Italy,67,Novara,€775K,€4K
L. Gülen,23,Switzerland,67,Kayserispor,€850K,€7K
J. Croux,23,Belgium,67,Willem II,€1M,€6K
G. Wegkamp,24,Germany,67,VfR Aalen,€1M,€1K
P. Billing,21,Denmark,67,Huddersfield Town,€1.5M,€18K
M. Zetterer,21,Germany,67,SV Werder Bremen,€950K,€8K
H. Halldórsson,33,Iceland,67,Randers FC,€375K,€7K
D. Wydra,23,Austria,67,FC Erzgebirge Aue,€875K,€4K
M. Kuster,23,Austria,67,SV Mattersburg,€725K,€9K
C. Soukou,24,Germany,67,FC Erzgebirge Aue,€1M,€5K
S. Pettinari,25,Italy,67,Pescara,€975K,€4K
S. Becker,22,Netherlands,67,ADO Den Haag,€1.1M,€7K
A. Ivan,20,Romania,67,FC Krasnodar,€1.4M,€20K
T. Høiland,28,Norway,67,Viking FK,€800K,€4K
W. Domoraud,28,France,67,Hobro IK,€775K,€8K
A. Paolucci,30,Italy,67,Ternana,€700K,€3K
Jorge Pombo,23,Spain,67,Real Zaragoza,€1.2M,€6K
L. Goujon,21,France,67,AJ Auxerre,€1.2M,€4K
V. Andriuškevičius,26,Lithuania,67,Portland Timbers,€775K,€5K
M. Angha,23,Switzerland,67,FC Sion,€975K,€9K
P. Martinez,28,France,67,RC Strasbourg,€600K,€13K
Marcos Valente,23,Portugal,67,Vitória Guimarães,€900K,€5K
A. Linde,23,Sweden,67,Molde FK,€800K,€3K
M. Hallberg,21,Sweden,67,Kalmar FF,€1.1M,€12K
Carlos Blanco,21,Spain,67,Gimnàstic de Tarragona,€1.1M,€5K
Santamaría,32,Spain,67,CF Reus Deportiu,€450K,€4K
G. Rizzo,26,Italy,67,Salernitana,€900K,€4K
L. Broź,31,Poland,67,Legia Warszawa,€500K,€6K
O. Zelenika,24,Croatia,67,Lechia Gdańsk,€700K,€4K
B. Fernandez,32,Germany,67,Sportfreunde Lotte,€450K,€1K
J. Navrátil,25,Czech Republic,67,Heracles Almelo,€950K,€7K
M. Gori,24,Italy,67,Frosinone,€950K,€3K
D. Orlishausen,34,Germany,67,Karlsruher SC,€300K,€1K
L. Paganini,24,Italy,67,Frosinone,€1M,€3K
Iñaki Sáenz,29,Spain,67,CD Tenerife,€575K,€6K
R. Crivello,25,Italy,67,Frosinone,€750K,€3K
R. Niemeijer,22,Netherlands,67,Heracles Almelo,€1.1M,€6K
E. Audero,20,Italy,67,F.B.C. Unione Venezia,€950K,€24K
L. Załuska,35,Poland,67,Pogoń Szczecin,€180K,€2K
R. Philp,28,Romania,67,1. FC Heidenheim,€600K,€11K
M. Mittelstädt,20,Germany,67,Hertha BSC Berlin,€1.2M,€11K
T. Leugers,26,Germany,67,SV Meppen,€775K,€1K
G. Munari,34,Italy,67,Parma,€375K,€4K
B. Uphoff,23,Germany,67,Karlsruher SC,€725K,€1K
G. Åsen,26,Norway,67,Tromsø IL,€925K,€4K
S. Dioudis,24,Greece,67,Panathinaikos FC,€750K,€1K
M. Schuhen,24,Germany,67,SV Sandhausen,€750K,€3K
S. Brandstetter,27,Germany,67,MSV Duisburg,€900K,€5K
G. Claes,23,Belgium,67,KV Mechelen,€1M,€8K
R. Seuntjens,28,Netherlands,67,VVV-Venlo,€800K,€9K
C. Bickel,26,Germany,67,VfL Osnabrück,€900K,€1K
J. Horn,30,Norway,67,IF Elfsborg,€575K,€4K
Álex Gallar,25,Spain,67,SD Huesca,€950K,€6K
O. Sow,27,Sweden,67,Milton Keynes Dons,€900K,€9K
R. Habran,23,France,67,Paris Saint-Germain,€1M,€32K
V. van Crooij,21,Netherlands,67,VVV-Venlo,€1.1M,€7K
C. Louvion,29,France,67,Tours FC,€600K,€5K
A. Zito,31,Italy,67,Salernitana,€650K,€4K
Bardají,22,Spain,67,SD Huesca,€725K,€4K
B. Barry,21,Germany,67,Werder Bremen II,€1.1M,€1K
J. Vachoux,22,France,67,RC Lens,€850K,€4K
D. Bergamelli,30,Italy,67,Vercelli,€575K,€3K
P. Huspek,26,Austria,67,SK Sturm Graz,€825K,€13K
Bruno Monteiro,32,Portugal,67,Tondela,€575K,€4K
M. Możdżeń,26,Poland,67,Korona Kielce,€800K,€4K
K. Lala,25,France,67,RC Strasbourg,€850K,€12K
M. Hofmann,23,Austria,67,SK Rapid Wien,€825K,€11K
C. Kronberg,30,Denmark,67,Viking FK,€550K,€4K
Ricardo Ferreira,27,Portugal,67,Portimonense SC,€600K,€4K
M. Sax,24,Austria,67,FC Admira Wacker Mödling,€1M,€6K
A. Devaux,32,France,67,Stade de Reims,€575K,€7K
A. Popa,28,Romania,67,Reading,€775K,€23K
S. Grandsir,20,France,67,ES Troyes AC,€1.3M,€11K
B. Mitrev,30,Bulgaria,67,,€0,€0.00
R. Maiello,25,Italy,67,Frosinone,€900K,€3K
M. Breuer,37,Netherlands,67,Sparta Rotterdam,€100K,€5K
A. Jacobsen,27,Denmark,67,Odense Boldklub,€900K,€10K
M. Aramu,22,Italy,67,Virtus Entella,€1.2M,€22K
Álvaro Bustos,22,Spain,67,Gimnàstic de Tarragona,€1.1M,€7K
L. Dickmann,20,Italy,67,Novara,€1.2M,€2K
K. Pedersen,22,Denmark,67,1. FC Union Berlin,€900K,€14K
Luis Pérez,22,Spain,67,CD Tenerife,€950K,€5K
M. Konrad,29,Germany,67,SG Dynamo Dresden,€600K,€9K
G. Iancu,23,Romania,67,Termalica Bruk-Bet Nieciecza,€1.1M,€5K
L. Piątek,31,Poland,67,Termalica Bruk-Bet Nieciecza,€525K,€4K
C. Wilk,31,Poland,67,Real Zaragoza,€525K,€7K
S. Fischer,28,Netherlands,67,Sparta Rotterdam,€625K,€7K
J. Sambia,20,France,67,Montpellier Hérault SC,€1.1M,€3K
S. Hofmann,36,Germany,67,SK Rapid Wien,€260K,€10K
T. Meißner,26,Germany,67,ADO Den Haag,€750K,€7K
K. D'Haene,27,Belgium,67,KV Kortrijk,€800K,€9K
Hugo Álvarez,32,Spain,67,AD Alcorcón,€450K,€7K
T. Thelin,33,Sweden,67,Jönköpings Södra IF,€475K,€3K
T. Hiariej,28,Netherlands,67,Central Coast Mariners,€625K,€3K
N. Proschwitz,30,Germany,67,Sparta Rotterdam,€725K,€8K
Carlos Fernández,21,Spain,67,Sevilla Atlético,€1.3M,€4K
K. Gehring,29,Germany,67,SG Sonnenhof Großaspach,€600K,€1K
M. Chiosa,23,Italy,67,Novara,€900K,€3K
F. Moretti,28,Italy,67,Avellino,€750K,€3K
Ripa,31,Spain,67,CD Numancia,€500K,€6K
D. Hägele,28,Germany,67,SG Sonnenhof Großaspach,€750K,€1K
Javi Hernández,28,Spain,67,Cracovia,€775K,€5K
H. Skogseid,29,Norway,67,Stabæk Fotball,€575K,€3K
J. Mall,26,Switzerland,67,SV Darmstadt 98,€675K,€11K
D. da Cruz,31,France,67,Stade de Reims,€525K,€6K
N. Mitrović,24,Slovenia,67,Jagiellonia Białystok,€900K,€5K
M. Busellato,24,Italy,67,Bari,€850K,€3K
R. Kurzawa,24,Poland,67,Górnik Zabrze,€1M,€4K
D. Kyriakidis,30,Greece,67,,€0,€0.00
C. Groß,28,Germany,67,VfL Osnabrück,€700K,€1K
A. Novikovas,26,Lithuania,67,Jagiellonia Białystok,€900K,€7K
I. Alhaft,20,Netherlands,67,Sparta Rotterdam,€1.2M,€7K
J. Czerwiński,25,Poland,67,Legia Warszawa,€750K,€6K
Carrillo,23,Spain,67,Cádiz C.F.,€1.2M,€5K
A. Barillà,29,Italy,67,Parma,€725K,€4K
M. Nalepa,24,Poland,67,Lechia Gdańsk,€900K,€5K
L. Stojanović,23,Serbia,67,Royal Antwerp FC,€1M,€8K
J. Gradit,24,France,67,Tours FC,€850K,€4K
K. Gjasula,27,Germany,67,Hallescher FC,€725K,€1K
A. Putivtsev,28,Ukraine,67,Termalica Bruk-Bet Nieciecza,€625K,€5K
A. Moris,27,Luxembourg,67,KV Mechelen,€625K,€7K
Edgar Hernández,30,Spain,67,CF Reus Deportiu,€725K,€6K
S. Blondelle,31,Belgium,67,KAS Eupen,€525K,€7K
S. Wangberg,26,Norway,67,Tromsø IL,€850K,€3K
C. Tănase,30,Romania,67,Kardemir Karabükspor,€725K,€9K
Marc Cardona,21,Spain,67,FC Barcelona B,€1.2M,€5K
S. Bertram,26,Germany,67,FC Erzgebirge Aue,€900K,€6K
P. Mortensen,27,Denmark,67,Sarpsborg 08 FF,€825K,€3K
D. Gavazzi,31,Italy,67,Avellino,€650K,€3K
I. Lendrić,25,Croatia,67,RC Lens,€925K,€6K
S. Molina,25,Italy,67,Avellino,€950K,€15K
M. Keita,26,Norway,67,New York Red Bulls,€825K,€5K
S. Kotysch,28,Germany,67,Sint-Truidense VV,€700K,€8K
S. Heltne Nilsen,25,Norway,67,SK Brann,€850K,€4K
D. Haas,33,Germany,67,FC Erzgebirge Aue,€375K,€4K
R. Sukuta-Pasu,27,Germany,67,SV Sandhausen,€900K,€5K
M. Vanhamel,27,Belgium,67,KV Oostende,€625K,€7K
R. Sigurjónsson,27,Iceland,67,Grasshopper Club Zürich,€750K,€11K
D. Konstantopoulos,38,Greece,67,Middlesbrough,€50K,€5K
O. Bulut,23,Germany,67,SC Freiburg,€975K,€13K
J. Raitala,28,Finland,67,Columbus Crew SC,€600K,€5K
R. Festersen,30,Denmark,67,Odense Boldklub,€725K,€10K
V. Basha,26,Albania,67,Wisła Kraków,€800K,€5K
F. Migliore,29,Italy,67,Genoa,€575K,€17K
Juande,30,Spain,67,La Spezia,€575K,€3K
F. Orlando,20,Italy,67,Salernitana,€1.4M,€22K
Dani Jiménez,27,Spain,67,AD Alcorcón,€625K,€5K
L. Laverone,28,Italy,67,Avellino,€600K,€3K
L. Bostyn,23,Belgium,67,SV Zulte-Waregem,€725K,€6K
Luis Ruiz,25,Spain,67,CD Lugo,€825K,€5K
G. Bourillon,33,France,67,La Berrichonne de Châteauroux,€300K,€4K
M. Zachara,27,Poland,67,Tondela,€825K,€5K
M. Bani,23,Italy,67,Chievo Verona,€900K,€8K
D. Del Fabro,22,Italy,67,Novara,€1M,€37K
Pol García,22,Spain,67,Cremonese,€975K,€37K
Rafael Ramos,22,Portugal,67,Orlando City Soccer Club,€1.1M,€4K
J. Bréchet,37,France,67,GFC Ajaccio,€100K,€3K
A. Schiavone,24,Italy,67,Cesena,€1.1M,€2K
D. Olsen,32,Denmark,67,Hobro IK,€575K,€8K
S. Hierländer,26,Austria,67,SK Sturm Graz,€950K,€13K
A. Araujo,20,Portugal,67,GFC Ajaccio,€1.2M,€18K
D. Sundgren,26,Sweden,67,AIK Solna,€775K,€6K
R. Maah,32,France,67,GFC Ajaccio,€600K,€6K
Tito,32,Spain,67,CF Reus Deportiu,€450K,€5K
W. Zahibo,23,France,67,Gimnàstic de Tarragona,€975K,€5K
L. Da Silva Lopes,18,Portugal,67,Peterborough United,€1.6M,€4K
Cucurella,18,Spain,67,FC Barcelona B,€1.4M,€3K
H. Zuck,26,Germany,67,Eintracht Braunschweig,€825K,€15K
J. Mombris,29,France,67,GFC Ajaccio,€575K,€5K
E. Gnahoré,23,France,67,Palermo,€1.1M,€3K
S. Baradji,33,France,67,Amiens SC Football,€300K,€11K
B. Vriends,26,Netherlands,67,Sparta Rotterdam,€775K,€7K
L. Gatto,25,Italy,67,Salernitana,€950K,€4K
R. Lundström,27,Sweden,67,Vålerenga Fotball,€700K,€4K
D. Zanon,33,Italy,67,Perugia,€290K,€3K
S. Ganz,23,Italy,67,Pescara,€1.1M,€3K
T. Enevoldsen,29,Denmark,67,NAC Breda,€750K,€8K
M. Sauer,23,Germany,67,Eintracht Braunschweig,€900K,€11K
J. Dequevy,29,Belgium,67,Royal Antwerp FC,€750K,€9K
K. Kratz,30,Germany,67,Atlanta United FC,€725K,€5K
Claude Gonçalves,23,Portugal,67,Tondela,€925K,€3K
G. Trauner,25,Austria,67,LASK Linz,€850K,€9K
K. Ehizibue,22,Netherlands,67,PEC Zwolle,€875K,€5K
S. Burchert,27,Germany,67,SpVgg Greuther Fürth,€600K,€6K
S. Iacoponi,30,Italy,67,Parma,€550K,€4K
A. Iacobucci,26,Italy,67,Virtus Entella,€700K,€2K
F. Mollet,25,France,67,FC Metz,€900K,€9K
K. Bülow,31,Germany,67,Karlsruher SC,€525K,€1K
F. Brillant,32,France,67,New York City Football Club,€450K,€5K
K. Piątek,22,Poland,67,Cracovia,€1.1M,€5K
S. Madera,32,Poland,67,Zagłębie Lubin,€450K,€6K
L. Juliš,22,Czech Republic,67,Sparta Praha,€1.3M,€1K
A. Laurito,33,Germany,67,Rot-Weiß Erfurt,€300K,€1K
K. Sobieraj,35,Poland,67,Arka Gdynia,€180K,€4K
E. Padella,28,Italy,67,Ascoli,€625K,€3K
Dani Suárez,27,Spain,67,Górnik Zabrze,€750K,€4K
S. Balanovich,29,Belarus,67,Amkar Perm,€750K,€14K
J. Müller,23,Germany,67,SG Dynamo Dresden,€875K,€7K
M. Rossi,29,Italy,67,Wellington Phoenix,€600K,€3K
Miguel Oliveira,23,Portugal,67,Vitória Guimarães,€700K,€4K
J. von Haacke,23,Germany,67,SV Darmstadt 98,€1M,€13K
S. Michel,26,Germany,67,SC Paderborn 07,€825K,€1K
L. Nielsen,30,Denmark,67,Lech Poznań,€575K,€6K
M. Nitrianský,26,Czech Republic,67,Partick Thistle F.C.,€750K,€5K
A. Ajeti,20,Switzerland,67,FC St. Gallen,€1.1M,€9K
Diego Aguirre,26,Spain,67,Rayo Vallecano,€900K,€7K
R. Manaj,20,Albania,67,Granada CF,€1.3M,€27K
Alex Muñoz,22,Spain,67,Sevilla Atlético,€900K,€4K
D. Kinsombi,21,Germany,67,Holstein Kiel,€975K,€6K
J. Ielsch,34,France,67,Amiens SC Football,€220K,€11K
K. Mazek,22,Poland,67,Zagłębie Lubin,€1M,€5K
O. Aydın,23,Germany,67,Chemnitzer FC,€1.1M,€1K
S. Andersen,35,Denmark,67,FC København,€180K,€6K
O. Yıldırım,24,Germany,67,Eintracht Braunschweig,€1M,€13K
R. Murić,21,Croatia,67,SC Braga,€1.1M,€6K
A. Gérard,24,France,67,RC Lens,€1M,€5K
V. Kovačević,24,Serbia,67,KV Kortrijk,€875K,€7K
L. Nizzetto,31,Italy,67,Virtus Entella,€650K,€2K
R. Lundqvist,20,Sweden,67,PSV,€1.2M,€7K
P. Eler,26,Slovenia,67,AS Nancy Lorraine,€975K,€6K
A. Chatzigiovanis,20,Greece,67,Panathinaikos FC,€1.2M,€1K
N. Backman,28,Sweden,67,Aarhus GF,€625K,€9K
R. Skov,21,Denmark,67,Silkeborg IF,€1.7M,€6K
B. Pawłowski,24,Poland,67,Zagłębie Lubin,€975K,€5K
H. Aouar,19,France,67,Olympique Lyonnais,€1.6M,€18K
S. Svendsen,19,Norway,67,Hammarby IF,€1.2M,€3K
J. Kayembe,22,Belgium,67,FC Nantes,€1.2M,€13K
M. Castagnetti,27,Italy,67,Empoli,€650K,€8K
Yuri Ribeiro,20,Portugal,67,Rio Ave FC,€1.1M,€4K
A. Rossi,30,Italy,67,Pescara,€550K,€3K
I. Lanni,27,Italy,67,Ascoli,€600K,€2K
P. Dawidowicz,22,Poland,67,Palermo,€1M,€2K
R. Grange,28,France,67,Chamois Niortais FC,€775K,€6K
D. Čotra,32,Serbia,67,Śląsk Wrocław,€425K,€5K
Miguel Garcia,26,Spain,67,CF Reus Deportiu,€775K,€5K
M. Wöber,19,Austria,67,Ajax,€1.2M,€4K
A. Syhre,22,Germany,67,Würzburger FV,€900K,€1K
B. Radunović,21,Serbia,67,Salernitana,€1M,€8K
B. Pelé,25,France,67,ES Troyes AC,€950K,€14K
T. Haye,22,Netherlands,67,Willem II,€1M,€6K
Noguera,27,Spain,67,Lorca Deportiva CF,€875K,€6K
P. Konate,23,Sweden,67,Ferrara (SPAL),€850K,€7K
V. Moren,26,Finland,67,Waasland-Beveren,€800K,€7K
L. Nestor,28,France,67,Valenciennes FC,€725K,€4K
S. Lewerenz,26,Germany,67,Holstein Kiel,€825K,€8K
P. Frick,25,Sweden,67,IF Elfsborg,€975K,€4K
Dani Romera,21,Spain,67,Cádiz C.F.,€1.1M,€5K
U. Garcia,21,Switzerland,67,SV Werder Bremen,€1.1M,€11K
M. Wittek,21,Germany,67,SpVgg Greuther Fürth,€975K,€6K
R. Zekhnini,19,Norway,67,Fiorentina,€1.6M,€20K
G. Anestis,26,Greece,67,AEK Athens,€675K,€1K
M. Wolf,22,Germany,67,Eintracht Frankfurt,€1.2M,€19K
E. Friberg,31,Sweden,67,BK Häcken,€650K,€4K
D. Kądzior,25,Poland,67,Górnik Zabrze,€950K,€4K
F. Stanco,30,Italy,67,Cremonese,€725K,€3K
J. Nyholm,23,Sweden,67,AIK Solna,€900K,€5K
Xavi Molina,30,Spain,67,Gimnàstic de Tarragona,€575K,€6K
Fernando Fonseca,20,Portugal,67,Estoril Praia,€1.1M,€6K
F. Ananou,19,Germany,67,Roda JC Kerkrade,€1M,€3K
K. Begois,35,Belgium,67,FC Groningen,€180K,€4K
K. Azamoum,27,France,67,ES Troyes AC,€850K,€14K
F. Müller,24,Germany,67,Würzburger FV,€1M,€1K
M. Tosetti,25,Switzerland,67,FC Thun,€950K,€9K
F. Concas,30,Italy,67,Carpi,€725K,€3K
Barge,33,Portugal,67,CD Feirense,€290K,€6K
T. Weilandt,25,Germany,67,Holstein Kiel,€950K,€11K
M. Wölfli,34,Switzerland,67,BSC Young Boys,€300K,€10K
J. Jönsson,33,Sweden,67,IF Elfsborg,€300K,€4K
