L. Messi,30,Argentina,93,FC Barcelona,€105M,€565K
Oswaldito Cuba,33,Brazil,73,Avaí Futebol Clube,€1.5M,€16K
D. Musto,30,Argentina,73,Club Tijuana,€3M,€20K
Douglas Luiz,19,Brazil,73,Girona CF,€7M,€52K
J. Ermeño,25,Chile,73,Everton de Viña del Mar,€3.5M,€5K
D. Rodríguez,27,Uruguay,73,Independiente,€3.8M,€19K
L. Lollo,30,Argentina,73,River Plate,€3M,€19K
P. Chavarría,29,Argentina,73,Stade de Reims,€4M,€12K
Ademilson,23,Brazil,73,Gamba Osaka,€5.5M,€13K
F. Zampedri,29,Argentina,73,Rosario Central,€4M,€20K
J. Insaurralde,32,Argentina,73,Boca Juniors,€2.3M,€21K
J. Gutiérrez,33,Argentina,73,Independiente,€2.3M,€21K
D. Novaretti,32,Argentina,73,Club León,€2.3M,€27K
O. Alderete,20,Paraguay,73,Gimnasia y Esgrima La Plata,€5.5M,€11K
H. Ejeda,33,Chile,73,Everton de Viña del Mar,€2.4M,€5K
Luccas Claro,25,Brazil,73,Gençlerbirliği SK,€4.2M,€16K
B. Alemán,27,Uruguay,73,Gimnasia y Esgrima La Plata,€4.2M,€16K
Juninho,34,Brazil,73,Tigres U.A.N.L.,€1.2M,€50K
S. Dubarbier,31,Argentina,73,Estudiantes de La Plata,€2.6M,€16K
Patrick,26,Brazil,73,Vitória Setúbal,€3.9M,€11K
Ailton,22,Brazil,73,VfB Stuttgart,€5.5M,€19K
V. Ayala,29,Paraguay,73,Al Nassr,€3.8M,€38K
Heitinho Zanon,33,Brazil,73,Associação Chapecoense de Futebol,€1.6M,€16K
A. Silva,27,Uruguay,73,Club Atlético Lanús,€4.2M,€19K
Guilherme,26,Brazil,73,Legia Warszawa,€4.7M,€11K
N. Domínguez,27,Argentina,73,Independiente,€4M,€11K
D. Ballega,33,Chile,73,CD Universidad de Concepción,€2.5M,€6K
Paolito Serra,25,Brazil,73,Fluminense Football Club,€3.5M,€30K
W. Ángel,24,Venezuela,73,Terek Grozny,€4.7M,€25K
B. Leitoñez,25,Chile,73,Colo-Colo,€3.5M,€7K
M. Cauteruccio,30,Uruguay,73,Cruz Azul,€3.9M,€32K
C. Maidana,30,Argentina,73,Águilas Doradas,€3.8M,€3K
S. Romero,28,Argentina,73,Club América,€4.1M,€55K
J. Benítez,24,Paraguay,73,Monterrey,€5.5M,€46K
C. Carmona,30,Chile,73,Atlanta United FC,€3M,€8K
Michildo Melo,33,Brazil,73,Grêmio Foot-Ball Porto Alegrense,€1.6M,€21K
C. Alemán,21,Ecuador,72,Estudiantes de La Plata,€4.6M,€11K
R. Tapia,21,Peru,72,Feyenoord,€4.2M,€9K
O. Jonia,25,Chile,72,Everton de Viña del Mar,€3.4M,€4K
M. Echeberria,25,Chile,72,Unión Española,€3.4M,€5K
M. Candelo,40,Colombia,72,Asociacion Deportivo Cali,€0,€2K
V. Ibarbo,27,Colombia,72,Sagan Tosu,€3.3M,€5K
Miltisco Paulino,29,Brazil,72,Botafogo de Futebol e Regatas,€2.4M,€13K
M. Iturra,33,Chile,72,Necaxa,€1.3M,€10K
G. Bettini,24,Argentina,72,Banfield,€3.6M,€9K
L. Parreses,25,Chile,72,Deportes Iquique,€3.4M,€3K
L. Albertengo,26,Argentina,72,Independiente,€3.9M,€16K
B. Fernández,22,Argentina,72,FC Metz,€4.6M,€13K
M. Pavone,35,Argentina,72,Estudiantes de La Plata,€1.4M,€10K
Lyanco,20,Brazil,72,Torino,€4.4M,€19K
M. Moreno,20,Colombia,72,Girona CF,€4.8M,€51K
N. Aguirre,26,Argentina,72,Club Atlético Lanús,€3.3M,€12K
Otávinho Vila,33,Brazil,72,Avaí Futebol Clube,€1.3M,€11K
L. Muñezal,33,Chile,72,Deportes Iquique,€1.2M,€3K
Rubem Esteiro,29,Brazil,72,Sport Club do Recife,€2.4M,€12K
Timo Triano,33,Brazil,72,Santos Futebol Clube,€1.3M,€12K
G. Silva,23,Uruguay,72,Independiente,€3.5M,€12K
G. Naballoz,33,Chile,72,Universidad de Chile,€1.2M,€9K
S. Vittor,28,Argentina,72,Racing Club de Avellaneda,€2.8M,€13K
J. Senparabia,25,Chile,72,Everton de Viña del Mar,€2.7M,€3K
Pimentiscinho,29,Brazil,72,Botafogo de Futebol e Regatas,€2.4M,€13K
D. Riascos,31,Colombia,72,CD Los Millionarios Bogota,€2.8M,€4K
F. Barrientos,25,Argentina,72,Club Atlético Lanús,€4.1M,€12K
J. Oyarcan,33,Chile,72,CD Universidad de Concepción,€1.2M,€4K
Diego Galo,33,Brazil,72,CD Aves,€1.3M,€9K
E. Ponce,20,Argentina,72,LOSC Lille,€4.7M,€32K
A. Candelo,25,Chile,72,Deportes Iquique,€2.7M,€3K
Rômulo Calsede,29,Brazil,72,Clube Atlético Mineiro,€3.1M,€26K
S. Ricuelme,33,Chile,72,CD Huachipato,€1.2M,€6K
D. Buitrago,26,Colombia,72,Independiente Santa Fe,€3.9M,€4K
Porphirinho,29,Brazil,72,Coritiba Foot Ball Club,€2.4M,€15K
G. Núñez,29,Argentina,72,Atlético Tucumán,€3M,€9K
Bruno Santos,24,Brazil,72,FC Paços de Ferreira,€3.5M,€6K
O. Pérez,36,Argentina,72,Independiente Santa Fe,€1M,€3K
F. Iturrado,29,Chile,72,CD Huachipato,€2.4M,€6K
Alessinito,33,Brazil,72,Grêmio Foot-Ball Porto Alegrense,€1.3M,€15K
E. Cubildas,33,Chile,72,Audax Italiano,€1.3M,€4K
L. Martínez,19,Argentina,72,Racing Club de Avellaneda,€6.5M,€9K
Jonathan Cafú,25,Brazil,72,Girondins de Bordeaux,€3.7M,€28K
R. Latorres,25,Chile,72,Club de Deportes Temuco,€2.8M,€3K
J. Galván,25,Argentina,72,Colon de Santa Fe,€3.6M,€8K
A. Henríquez,34,Colombia,72,Atletico Nacional Medellin,€950K,€4K
N. Aguileda,29,Chile,72,San Luis de Quillota,€2.4M,€4K
Leordinho Paes,29,Brazil,72,Grêmio Foot-Ball Porto Alegrense,€3M,€17K
M. Meli,25,Argentina,72,Racing Club de Avellaneda,€3.9M,€13K
A. Perosas,29,Chile,72,Deportes Iquique,€2.4M,€3K
H. Henao,30,Colombia,72,CD Once Caldas Manizales,€2.3M,€2K
N. Gorosito,28,Argentina,72,Getafe CF,€2.8M,€15K
M. Estigarribia,29,Paraguay,72,Colon de Santa Fe,€3M,€10K
Adriano Facchini,34,Brazil,72,CD Aves,€1.3M,€7K
A. Callens,25,Peru,72,New York City Football Club,€3.6M,€6K
Vanderlei Cõembra,33,Brazil,72,Sociedade Esportiva Palmeiras,€1.3M,€21K
M. Arguinarena,29,Chile,72,Unión Española,€2.4M,€4K
J. Rodríguez,23,Uruguay,72,Santos Laguna,€4.4M,€15K
A. Romero Gamarra,22,Argentina,72,Club Atlético Huracán,€5M,€9K
A. Cadavid,31,Colombia,72,CD Los Millionarios Bogota,€2.1M,€4K
Estevão Candeira,25,Brazil,72,Associação Atlética Ponte Preta,€2.8M,€11K
A. Faurlín,30,Argentina,72,Cruz Azul,€2.3M,€19K
C. Campestrini,37,Argentina,72,Chacarita Juniors,€210K,€5K
A. Mena,29,Ecuador,72,Cruz Azul,€3M,€23K
Jairinhazo,29,Brazil,72,Grêmio Foot-Ball Porto Alegrense,€3M,€17K
Jessé Ledeiro,29,Brazil,72,Fluminense Football Club,€3M,€26K
Douglas Armeira,25,Brazil,72,Coritiba Foot Ball Club,€2.7M,€14K
J. Rozalas,33,Chile,72,CD Universidad de Concepción,€1.3M,€4K
C. Espinoza,22,Argentina,72,Boca Juniors,€5M,€18K
Paulo Henrique,28,Brazil,72,Akhisar Belediyespor,€3.2M,€15K
I. Bosquedo,29,Chile,72,Unión Española,€2.4M,€4K
Adrián Burnabão,33,Brazil,72,Santos Futebol Clube,€1.9M,€14K
J. Fernández,29,Argentina,72,Rosario Central,€3M,€13K
L. Desábato,38,Argentina,72,Estudiantes de La Plata,€425K,€8K
D. Dueña,33,Chile,72,CD Universidad de Concepción,€1.3M,€4K
C. Domínguez,22,Paraguay,72,Club América,€4.4M,€30K
Kenedy,21,Brazil,72,Chelsea,€4.8M,€48K
M. Moralez,30,Argentina,72,New York City Football Club,€2.9M,€7K
Ismael,22,Brazil,72,Terek Grozny,€4.3M,€20K
L. Boyé,21,Argentina,72,Torino,€5M,€24K
B. Cespeda,29,Chile,72,Everton de Viña del Mar,€2.4M,€4K
G. Denis,35,Argentina,72,Club Atlético Lanús,€1.4M,€10K
R. Ovelar,31,Paraguay,72,CPD Junior Barranquilla,€2.8M,€4K
L. Jiménez,28,Colombia,72,Club Atlas,€2.8M,€15K
Luciano,24,Brazil,72,Panathinaikos FC,€4.2M,€1K
Claiton,32,Brazil,72,Cremonese,€1.8M,€3K
G. Espinoza,27,Chile,72,Kayserispor,€3.5M,€11K
R. Labral,29,Chile,72,CD Antofagasta,€2.4M,€4K
A. Pandaña,33,Chile,72,Universidad de Chile,€1.3M,€9K
João Schmidt,24,Brazil,72,Atalanta,€4.2M,€16K
A. Silva,33,Paraguay,72,,€0,€0.00
L. Ardente,35,Argentina,72,San Martín de San Juan,€725K,€4K
D. Andrade,26,Colombia,72,Asociacion Deportivo Cali,€3.2M,€3K
I. Parraz,29,Chile,72,Universidad de Chile,€3M,€10K
F. Aguilar,24,Colombia,72,Atletico Nacional Medellin,€4.2M,€4K
Clayton Fildeiras,33,Brazil,72,Sociedade Esportiva Palmeiras,€1.9M,€23K
E. Soto,36,Colombia,72,CD Once Caldas Manizales,€975K,€1K
Bruno Uvini,26,Brazil,72,Al Nassr,€3M,€24K
Juliano Mascarinhas,33,Brazil,72,Botafogo de Futebol e Regatas,€1.3M,€12K
Elsinho,27,Brazil,72,Kawasaki Frontale,€2.6M,€6K
Paulao Junqueiras,29,Brazil,72,Santos Futebol Clube,€3.1M,€15K
G. Achilier,32,Ecuador,72,Monarcas Morelia,€1.8M,€8K
W. Camacho,31,Uruguay,72,Rosario Central,€2.7M,€12K
F. Meza,25,Colombia,72,Tigres U.A.N.L.,€3.4M,€34K
Philipe Sampaio,22,Brazil,72,Terek Grozny,€3.7M,€18K
D. Banguero,27,Colombia,72,Deportes Tolima,€2.9M,€1K
B. Valdez,24,Paraguay,72,Club América,€3.5M,€27K
Nilsito Vilela,29,Brazil,72,Cruzeiro,€3.1M,€23K
C. Pinares,26,Chile,72,,€0,€0.00
B. Dunavante,29,Chile,72,Audax Italiano,€3M,€5K
João Bruiñeira,29,Brazil,72,São Paulo Futebol Clube,€2.1M,€16K
Crislan,25,Brazil,72,Vegalta Sendai,€4.1M,€9K
M. Goicoechea,29,Uruguay,72,Toulouse FC,€2.1M,€16K
A. Pérez,23,Colombia,72,Querétaro,€3.7M,€7K
E. Arango,23,Colombia,72,Alianza Petrolera,€4.3M,€1K
R. Casirón,33,Chile,72,Club de Deportes Temuco,€1.9M,€3K
N. Bertolo,31,Argentina,72,Banfield,€2.7M,€15K
J. Murillo,21,Venezuela,72,Kasimpaşa SK,€4.8M,€8K
F. Lecarnado,33,Chile,72,CD Palestino,€1.9M,€4K
Carleto Costinha,25,Brazil,72,Clube Atlético Paranaense,€3.4M,€11K
Rodolfo,34,Brazil,72,Terek Grozny,€950K,€21K
P. Álvarez,33,Argentina,72,Club Atlético Huracán,€1.2M,€9K
Mauro Riboas,25,Brazil,72,Sociedade Esportiva Palmeiras,€3.4M,€22K
Y. Gordillo,25,Colombia,72,Independiente Santa Fe,€3.6M,€3K
Rafael Defendi,33,Brazil,72,FC Paços de Ferreira,€1.6M,€6K
A. Mina,26,Ecuador,72,Evkur Yeni Malatyaspor,€3.1M,€10K
Santi da Bruma,33,Brazil,72,Sport Club do Recife,€2M,€14K
Thiago Alminxa,25,Brazil,72,Sport Club do Recife,€3.4M,€13K
D. Rodríguez,28,Argentina,72,Rosario Central,€2.6M,€10K
Douglas,26,Brazil,72,SL Benfica,€2.6M,€71K
D. Álvarez,35,Colombia,72,La Equidad,€1.4M,€2K
C. Ramírez,22,Ecuador,72,FC Krasnodar,€3.9M,€21K
Cristian Lodeira,25,Brazil,72,Cruzeiro,€3.4M,€21K
J. Darenova,29,Chile,72,CD Universidad de Concepción,€3.1M,€5K
Walter Silvieiro,25,Brazil,72,Santos Futebol Clube,€3.4M,€14K
Cauê,28,Brazil,72,Omiya Ardija,€2.5M,€4K
J. Barrera,21,Colombia,72,CPD Junior Barranquilla,€5M,€3K
M. Rocental,29,Chile,72,Colo-Colo,€3.1M,€7K
Eber Bessa,25,Brazil,72,CS Marítimo,€3.8M,€7K
Josué da Feira,25,Brazil,72,Santos Futebol Clube,€3.4M,€14K
F. Barridos,29,Chile,72,CD Antofagasta,€2.1M,€3K
P. Toranzo,35,Argentina,72,Club Atlético Huracán,€1.4M,€8K
C. Gruezo,22,Ecuador,72,FC Dallas,€3.7M,€5K
J. Bottinelli,32,Argentina,72,Unión de Santa Fe,€1.8M,€9K
Vagner,31,Brazil,72,Boavista FC,€1.9M,€7K
Maurides,23,Brazil,72,CF Os Belenenses,€4.3M,€6K
H. Fredes,30,Argentina,72,Defensa y Justicia,€2.9M,€10K
Dória,22,Brazil,72,Olympique de Marseille,€3.6M,€15K
C. Riaño,28,Argentina,72,Necaxa,€3.2M,€12K
L. Fernández,26,Argentina,72,Independiente,€3.9M,€16K
Wanderson,22,Brazil,72,FC Krasnodar,€4.6M,€24K
B. Perlaza,25,Colombia,72,Independiente Santa Fe,€3.3M,€3K
F. Martínez,27,Ecuador,72,Club Atlas,€3.6M,€17K
Jonas Damasto,33,Brazil,72,Grêmio Foot-Ball Porto Alegrense,€1.2M,€15K
P. Da Silva,37,Paraguay,72,,€0,€0.00
M. Rodríguez,22,Chile,72,Cruz Azul,€4.4M,€20K
W. Morelo,30,Colombia,72,Independiente Santa Fe,€3M,€4K
L. Pico,25,Colombia,72,CPD Junior Barranquilla,€3.6M,€3K
D. Rodríguez,22,Colombia,72,Independiente Santa Fe,€4.9M,€4K
M. Fierro,33,Chile,72,Curicó Unido,€1.3M,€3K
R. Ibarra,26,Ecuador,72,Club América,€3.7M,€35K
L. Acosta,23,Argentina,72,D.C. United,€3.9M,€6K
M. Lobaño,29,Chile,72,Deportes Iquique,€3.1M,€4K
Joshuando Sá,33,Brazil,72,Associação Chapecoense de Futebol,€1.2M,€11K
A. Escavar,25,Chile,72,CD O'Higgins,€2.8M,€5K
L. Álvarez,32,Uruguay,72,Lobos de la BUAP,€1.8M,€5K
Jeff Meirson,25,Brazil,72,Fluminense Football Club,€2.7M,€22K
B. Caderado,25,Chile,72,Colo-Colo,€2.7M,€5K
Amilton,27,Brazil,72,CD Aves,€3.3M,€10K
F. Erpen,34,Argentina,72,Club Atlas,€950K,€14K
A. Martín Arias,24,Argentina,72,Gimnasia y Esgrima La Plata,€3M,€7K
Rafael Furlan,22,Brazil,72,Grupo Desportivo de Chaves,€3.3M,€5K
P. Granoche,33,Uruguay,72,La Spezia,€2M,€4K
H. Toledo,21,Argentina,72,UD Las Palmas,€4.8M,€11K
Mauro Cildinho,33,Brazil,72,Sport Club do Recife,€1.2M,€11K
Paulo Mesqueira,25,Brazil,72,Associação Chapecoense de Futebol,€2.7M,€11K
D. Viera,26,Paraguay,72,Godoy Cruz,€3.3M,€9K
Silvosinho,33,Brazil,72,Avaí Futebol Clube,€1.2M,€11K
M. Aguirregaray,28,Uruguay,72,Club Tijuana,€2.5M,€15K
J. Sánchez Miño,27,Argentina,72,Independiente,€2.9M,€14K
J. Arzura,24,Argentina,72,CA Osasuna,€3.6M,€12K
J. Cambados,33,Chile,72,San Luis de Quillota,€1.9M,€4K
M. Samudio,30,Paraguay,72,Club América,€2.2M,€32K
Fernando Canesín,25,Brazil,72,KV Oostende,€3.8M,€11K
O. Oyanadir,33,Chile,72,CD Huachipato,€1.3M,€6K
R. Delgado,27,Argentina,72,Defensa y Justicia,€2.9M,€9K
B. Bianchi,28,Argentina,72,Newell's Old Boys,€2.5M,€8K
M. Pisano,25,Argentina,72,Club Tijuana,€3.9M,€15K
E. Barco,18,Argentina,72,Independiente,€6.5M,€8K
Sanaldo Caiado,29,Brazil,72,Avaí Futebol Clube,€2.4M,€12K
Pombaxinho,33,Brazil,72,Clube Atlético Mineiro,€1.3M,€21K
Nuno Padrenda,25,Brazil,72,Vitória,€2.8M,€9K
Fábio,26,Brazil,72,Middlesbrough,€2.6M,€12K
N. Domingo,32,Argentina,72,Independiente,€1.8M,€14K
L. Cinterio,29,Chile,72,Deportes Iquique,€3M,€3K
V. Seldero,25,Chile,72,Universidad de Chile,€3.4M,€9K
P. Mouche,29,Argentina,72,Banfield,€3M,€12K
A. Solari,25,Argentina,72,Racing Club de Avellaneda,€3.9M,€13K
J. Hernandero,25,Chile,72,CD Antofagasta,€3.4M,€4K
Ailtio Coelho,29,Brazil,72,Fluminense Football Club,€2.4M,€24K
L. Advíncula,27,Peru,72,Lobos de la BUAP,€2.9M,€35K
Denaldo Carneiro,29,Brazil,72,Associação Chapecoense de Futebol,€2.4M,€12K
F. Sánchez,27,Argentina,72,Estudiantes de La Plata,€2.9M,€11K
C. Mestierra,33,Chile,72,CD Universidad de Concepción,€2M,€4K
Camilo,28,Brazil,72,Querétaro,€3.2M,€10K
W. Bou,23,Argentina,72,Boca Juniors,€4.4M,€15K
I. Damonte,35,Argentina,71,Estudiantes de La Plata,€550K,€8K
C. Grossmüller,34,Uruguay,71,Sandefjord Fotball,€1.2M,€4K
J. Cabezas,26,Colombia,71,Houston Dynamo,€2.3M,€3K
Jony Reitosa,25,Brazil,71,Atlético Clube Goianiense,€2M,€9K
A. González,24,Venezuela,71,SD Huesca,€3M,€6K
F. Torijano,28,Colombia,71,Deportes Tolima,€2.2M,€2K
Barbosaldinho,29,Brazil,71,São Paulo Futebol Clube,€1.8M,€19K
Lucas Evangelista,22,Brazil,71,Estoril Praia,€3.3M,€16K
Natinho Mestres,25,Brazil,71,Coritiba Foot Ball Club,€2.1M,€14K
S. Montoya,25,Colombia,71,Deportes Tolima,€3M,€2K
Y. Sanpian,33,Chile,71,CD O'Higgins,€1.2M,€4K
Serginho,30,Brazil,71,Akhisar Belediyespor,€1.8M,€12K
J. Velázquez,26,Venezuela,71,Tiburones Rojos de Veracruz,€2.4M,€6K
A. Morelos,21,Colombia,71,Rangers,€4.3M,€30K
G. Parreses,33,Chile,71,Deportes Iquique,€1.2M,€2K
Nildo Petrolina,31,Brazil,71,CD Aves,€2.1M,€10K
Sandelas Júnior,25,Brazil,71,Clube Atlético Mineiro,€2.1M,€20K
Diego Oliveira,27,Brazil,71,Kashiwa Reysol,€2.5M,€11K
E. Andrada,26,Argentina,71,Club Atlético Lanús,€2.2M,€9K
William,30,Brazil,71,Club América,€2.2M,€35K
D. Rosero Valencia,23,Colombia,71,Asociacion Deportivo Cali,€3M,€2K
M. Miyin,33,Chile,71,Deportes Iquique,€900K,€3K
Pedro Júnior,30,Brazil,71,Kashima Antlers,€2.3M,€11K
N. Fernández,38,Argentina,71,Unión de Santa Fe,€160K,€5K
A. Sagal,24,Chile,71,Pachuca,€3.2M,€20K
N. Cardozo,30,Argentina,71,Monterrey,€2.2M,€35K
Luis Couprins,29,Brazil,71,Associação Chapecoense de Futebol,€1.8M,€12K
C. Auzqui,26,Argentina,71,River Plate,€2.8M,€15K
Raphael Martinho,29,Brazil,71,Bari,€2.3M,€4K
Heitor Gesse,33,Brazil,71,São Paulo Futebol Clube,€900K,€18K
M. Hascien,33,Chile,71,Everton de Viña del Mar,€900K,€3K
Vieiraldo Junior,25,Brazil,71,Fluminense Football Club,€2.1M,€22K
Alam Lindeiro,33,Brazil,71,Clube Atlético Mineiro,€900K,€21K
T. Costa,32,Argentina,71,Bahía Blanca,€1.8M,€8K
Lins,29,Brazil,71,Ventforet Kofu,€2.4M,€5K
Enzo Merques,33,Brazil,71,Botafogo de Futebol e Regatas,€900K,€12K
Marlion Simões,25,Brazil,71,Sociedade Esportiva Palmeiras,€2M,€20K
M. Torsiglieri,29,Argentina,71,Racing Club de Avellaneda,€1.8M,€12K
M. Parediso,33,Chile,71,CD Antofagasta,€900K,€3K
L. Cabrera,25,Uruguay,71,Crotone,€2.7M,€9K
J. Campos,29,Bolivia,71,,€0,€0.00
A. Rivas,32,Colombia,71,Deportes Tolima,€1.4M,€1K
Lionn,28,Brazil,71,Rio Ave FC,€1.9M,€7K
S. Motta,33,Colombia,71,La Equidad,€1.4M,€2K
Vitinho,19,Brazil,71,FC Barcelona B,€5M,€4K
D. Chará,31,Colombia,71,Portland Timbers,€1.6M,€6K
Tiago Pombeira,29,Brazil,71,Sport Club do Recife,€2.3M,€13K
R. Fardenal,29,Chile,71,CD Universidad de Concepción,€1.8M,€4K
J. Speroni,38,Argentina,71,Crystal Palace,€160K,€17K
E. Toloza,33,Colombia,71,Independiente Medellín,€1.5M,€4K
G. Poblete,24,Argentina,71,FC Metz,€2.8M,€9K
M. Coronel,28,Argentina,71,Gimnasia y Esgrima La Plata,€2.2M,€11K
J. Sánchez,29,Colombia,71,CPD Junior Barranquilla,€1.8M,€3K
R. Aguileda,29,Chile,71,Club de Deportes Temuco,€1.8M,€3K
S. Medina,25,Colombia,71,Monterrey,€2.5M,€30K
R. Baderos,25,Chile,71,CD Antofagasta,€2.1M,€3K
Felipe,30,Brazil,71,Hannover 96,€1.8M,€24K
M. Cahais,29,Argentina,71,Bahía Blanca,€1.8M,€8K
Ricardo Lopes,26,Brazil,71,Jeonbuk Hyundai Motors,€2.8M,€9K
M. Rangel,26,Colombia,71,Kasimpaşa SK,€3M,€4K
L. Aveldaño,31,Argentina,71,CD Tenerife,€1.6M,€6K
J. Aldunsate,25,Chile,71,Universidad Católica,€2.1M,€5K
A. Soto,23,Argentina,71,Racing Club de Avellaneda,€2.8M,€11K
Paulolettinho,33,Brazil,71,Sociedade Esportiva Palmeiras,€1.4M,€23K
L. Fariña,26,Argentina,71,CD Aves,€2.9M,€9K
J. Cornejo,26,Chile,71,Club León,€2.3M,€19K
C. Luna,35,Argentina,71,Club Atlético Tigre,€1.1M,€9K
E. Arévalo Ríos,35,Uruguay,71,Racing Club de Avellaneda,€550K,€9K
B. Zuculini,24,Argentina,71,Hellas Verona,€3.2M,€16K
J. Arandero,29,Chile,71,Everton de Viña del Mar,€1.8M,€4K
Alex das Freitas,29,Brazil,71,Sociedade Esportiva Palmeiras,€1.8M,€22K
A. Salvamanos,25,Chile,71,Santiago Wanderers,€2.1M,€4K
P. Rodríguez,27,Argentina,71,AEK Athens,€2.5M,€1K
S. Bertoli,39,Argentina,71,Club Atlético Patronato,€160K,€4K
H. Palacios,24,Colombia,71,Club Brugge KV,€2.7M,€13K
William,22,Brazil,71,VfL Wolfsburg,€3M,€28K
E. Insúa,26,Argentina,71,Panathinaikos FC,€2.4M,€1K
C. Vendoval,29,Chile,71,Universidad Católica,€2.3M,€6K
C. Pellerano,35,Argentina,71,Tiburones Rojos de Veracruz,€1M,€26K
D. Hernández,24,Colombia,71,Águilas Doradas,€3.1M,€2K
E. Villa,35,Argentina,71,Querétaro,€1.1M,€7K
Nathan,21,Brazil,71,Amiens SC Football,€3.5M,€54K
S. Ribas,29,Uruguay,71,Club Atlético Patronato,€2.4M,€9K
M. González,36,Argentina,71,Club Atlético Huracán,€800K,€8K
M. Formica,29,Argentina,71,U.N.A.M.,€2.3M,€16K
F. Zuqui,25,Argentina,71,Estudiantes de La Plata,€3M,€12K
D. Asprilla,28,Colombia,71,Al Fayha,€2.4M,€16K
F. Lértora,26,Argentina,71,Belgrano de Córdoba,€2.4M,€9K
I. Pillud,31,Argentina,71,Racing Club de Avellaneda,€1.6M,€13K
Adeilson Gesser,25,Brazil,71,Botafogo de Futebol e Regatas,€2.6M,€13K
Derley,29,Brazil,71,CD Aves,€2.4M,€11K
Heltinho Melo,33,Brazil,71,Clube Atlético Mineiro,€1.4M,€23K
Nascimentardo,29,Brazil,71,Clube Atlético Paranaense,€2.3M,€12K
Rogerinho,30,Brazil,71,Al Faisaly,€2.2M,€18K
A. Parot,27,Chile,71,Rosario Central,€2M,€11K
S. Viera,34,Uruguay,71,CPD Junior Barranquilla,€950K,€3K
M. Albornoz,26,Chile,71,Hannover 96,€2.3M,€24K
Hugo Rubiães,33,Brazil,71,Cruzeiro,€950K,€18K
Emerson Avintes,25,Brazil,71,Cruzeiro,€2.6M,€19K
Martin Cordeia,33,Brazil,71,Cruzeiro,€1.4M,€20K
Santos,31,Brazil,71,Suwon Samsung Bluewings,€2.1M,€7K
F. Fernández,25,Paraguay,71,CD America de Cali,€3.1M,€41K
Nílton,30,Brazil,71,Vissel Kobe,€1.8M,€5K
J. Palacios,27,Colombia,71,CD Los Millionarios Bogota,€2.2M,€4K
C. Henao,28,Colombia,71,Independiente Santa Fe,€2.2M,€4K
R. Gómez,24,Argentina,71,Deportivo Toluca,€3M,€11K
Marlion Rolim,25,Brazil,71,Fluminense Football Club,€2.6M,€24K
J. Lucumi,22,Colombia,71,Atletico Nacional Medellin,€3.8M,€4K
Eltildo Bessa,33,Brazil,71,Fluminense Football Club,€1.5M,€27K
W. Ayoví,37,Ecuador,71,,€0,€0.00
O. Barreto,24,Colombia,71,Rio Ave FC,€3.2M,€4K
D. Bottinelli,30,Argentina,71,CD America de Cali,€2.2M,€2K
F. Bustos,21,Argentina,71,Independiente,€3.7M,€10K
M. García,20,Argentina,71,CA Osasuna,€4.2M,€11K
Túlio Sandoiro,33,Brazil,71,Botafogo de Futebol e Regatas,€1.5M,€15K
Carlinhos,23,Brazil,71,Standard de Liège,€3.5M,€10K
P. Díaz,22,Chile,71,San Lorenzo de Almagro,€3.1M,€12K
E. Elgueta,33,Chile,71,CD Huachipato,€950K,€6K
D. Fagundez,22,Uruguay,71,New England Revolution,€3.2M,€6K
R. Peradezes,33,Chile,71,CD Universidad de Concepción,€1.2M,€3K
A. Fuentoza,33,Chile,71,Everton de Viña del Mar,€900K,€3K
F. Bordagaray,30,Argentina,71,Defensa y Justicia,€2.3M,€14K
W. Cestedo,29,Chile,71,CD Palestino,€1.6M,€3K
H. Salazores,29,Chile,71,Santiago Wanderers,€1.8M,€4K
G. Varelinto,25,Chile,71,CD O'Higgins,€2M,€5K
André Milazisco,33,Brazil,71,Associação Atlética Ponte Preta,€1.2M,€9K
A. Niz,29,Argentina,71,Club Atlético Tigre,€1.8M,€10K
D. Mosquera,24,Colombia,71,Independiente Santa Fe,€2.6M,€3K
Leonardo,25,Brazil,71,Al Ahli,€3M,€25K
V. Cabrera,24,Argentina,71,Montreal Impact,€2.5M,€5K
Y. Asad,22,Argentina,71,Atlanta United FC,€3.5M,€10K
W. Benítez,24,Argentina,71,OGC Nice,€2.4M,€13K
C. Alzáte,29,Colombia,71,Deportes Tolima,€2.3M,€2K
C. Villagra,31,Argentina,71,Atlético Tucumán,€1.6M,€8K
L. Wílchez,33,Argentina,71,Arsenal de Sarandí,€1.4M,€8K
N. Camacho,29,Paraguay,71,,€0,€0.00
Rhayner,26,Brazil,71,Kawasaki Frontale,€2.5M,€7K
Wiliam Santinho,33,Brazil,71,Santos Futebol Clube,€1.2M,€10K
L. Ruíz,21,Colombia,71,Boavista FC,€3.9M,€10K
J. Guerrón,32,Ecuador,71,U.N.A.M.,€1.8M,€17K
E. Loeschbor,30,Argentina,71,Monarcas Morelia,€1.8M,€19K
A. Domínguez,30,Ecuador,71,Colon de Santa Fe,€1.5M,€26K
E. Perozca,33,Chile,71,CD Antofagasta,€900K,€3K
Edsinho Torres,33,Brazil,71,Cruzeiro,€900K,€18K
F. Padrenda,33,Chile,71,CD Huachipato,€900K,€6K
G. Bergessio,32,Argentina,71,Vélez Sarsfield,€1.9M,€12K
Marcelo Sarvas,35,Brazil,71,D.C. United,€550K,€4K
